
央视频道,#genre#
无敌解压,https://live.metshop.top/yy/1382736897
一城一味（舌尖姐妹篇）,https://live.metshop.top/yy/1382745179
爱的迫降-韩剧,https://live.metshop.top/yy/1354889042
外国战争大片,https://live.metshop.top/yy/1382736872
【陪你看】金刚葫芦娃,https://live.metshop.top/yy/1353323999
漫画解说,https://live.metshop.top/yy/1382735568
吐槽大会 第2季,https://live.metshop.top/yy/1354936145
小生物的故事,https://live.metshop.top/yy/1382736834
顺娘-影视剧,https://live.metshop.top/yy/1354930945
熊出没-国漫,https://live.metshop.top/yy/1354936157
流金岁月-经典港剧,https://live.metshop.top/yy/1382736891
王者归来亲情演绎,https://live.metshop.top/yy/1353327982
国内科幻电影,https://live.metshop.top/yy/1354932444
老表，你好Hea！-精彩港剧,https://live.metshop.top/yy/1382736873
国外高分大片,https://live.metshop.top/yy/1382736867
叛逆者,https://live.metshop.top/yy/1382736868
通天狄仁杰,https://live.metshop.top/yy/1382749906
来看修牛蹄,https://live.metshop.top/yy/1382749887
大江大河-高分影视推荐,https://live.metshop.top/yy/1382736806
百家讲坛-之女皇武则天,https://live.metshop.top/yy/1354889015
加勒比海盗系列,https://live.metshop.top/yy/1382749914
传奇之王-影视剧,https://live.metshop.top/yy/1354926735
心理追凶-港剧,https://live.metshop.top/yy/1354936207
白夜追凶第一季,https://live.metshop.top/yy/1354932359
大唐双龙传,https://live.metshop.top/yy/1354930979
功夫婆媳-影视剧,https://live.metshop.top/yy/1382736883
知否,https://live.metshop.top/yy/1351537467
国内科幻,https://live.metshop.top/yy/1354936170
国产动作电影,https://live.metshop.top/yy/1382736858
娘亲舅大,https://live.metshop.top/yy/1354932360
舌尖上的中国第一季,https://live.metshop.top/yy/1354930952
刺激！国外战争,https://live.metshop.top/yy/1354936142
编辑部的故事,https://live.metshop.top/yy/1354936120
德鲁纳酒店-韩剧,https://live.metshop.top/yy/1354931488
笑傲江湖 第1季,https://live.metshop.top/yy/1382749896
港片经典百万部,https://live.metshop.top/yy/1355122314
深海利剑,https://live.metshop.top/yy/1382736906
热播国内侦探片,https://live.metshop.top/yy/1382736820
强盛高启强 正在直播,https://live.metshop.top/yy/37347905
苦乐村官,https://live.metshop.top/yy/1382736864
奇缘39262港台影院,https://live.metshop.top/yy/1354889234
百家讲坛――之明太祖朱元璋,https://live.metshop.top/yy/1354936149
金星脱口秀-敢说会道,https://live.metshop.top/yy/1354932407
真心想让你幸福,https://live.metshop.top/yy/1382736876
国外动作大片,https://live.metshop.top/yy/1382735540
飞虎之雷霆极战,https://live.metshop.top/yy/1382736869
欢迎来到爆笑剧场,https://live.metshop.top/yy/1382736916
丁大命,https://live.metshop.top/yy/1382735579
国外侦探,https://live.metshop.top/yy/1382736896
【B82】晨晨,https://live.metshop.top/yy/1355733616
家有九凤-影视剧,https://live.metshop.top/yy/1354930894
红色经典影视剧-风语,https://live.metshop.top/yy/1354926671
电影 正在直播,https://live.metshop.top/yy/1355370824
敏敏正在直播,https://live.metshop.top/yy/1355226280
敏敏正在直播,https://live.metshop.top/yy/1355226280
炊事班的故事,https://live.metshop.top/yy/1382646846
法证先锋,https://live.metshop.top/yy/1354930965
笑傲江湖 第2季,https://live.metshop.top/yy/1382736914
战狼3,https://live.metshop.top/yy/1355913027
仙女影视,https://live.metshop.top/yy/1356038038
记忆中的TVB,https://live.metshop.top/yy/1382749951
爱宝鬼片 陪你丫丫,https://live.metshop.top/yy/1356072278
憨豆先生-经典喜剧,https://live.metshop.top/yy/1354936239
失忆24小时,https://live.metshop.top/yy/1382741640
金三角大营救,https://live.metshop.top/yy/1354930924
本山快乐营,https://live.metshop.top/yy/1354933529
国外战争,https://live.metshop.top/yy/1382735571
冲上云霄2,https://live.metshop.top/yy/1354933556
本山快乐营2,https://live.metshop.top/yy/1382736718
国内科幻片,https://live.metshop.top/yy/1382745110
动作大片,https://live.metshop.top/yy/1354930816
嫦娥,https://live.metshop.top/yy/1354658064
无罪推定,https://live.metshop.top/yy/1354936208
开心俱乐部,https://live.metshop.top/yy/1382735541
憨豆先生,https://live.metshop.top/yy/1354930189
聪明的顺溜之雄鹰小子S1-国漫,https://live.metshop.top/yy/1382736902
余zui,https://live.metshop.top/yy/31809939
公主嫁到-电视剧,https://live.metshop.top/yy/1354930957
缺宅男女,https://live.metshop.top/yy/1354930937
经典二战,https://live.metshop.top/yy/1354936238
oh我的鬼神大人-韩剧,https://live.metshop.top/yy/1354936160
迷,https://live.metshop.top/yy/1382736719
今晚80后脱口秀,https://live.metshop.top/yy/1382745098
特种兵归来-国产电影,https://live.metshop.top/yy/1382735581
尽享国内精彩战争片,https://live.metshop.top/yy/1382745094
苦咖啡,https://live.metshop.top/yy/1382736908
笑傲江湖-电视剧,https://live.metshop.top/yy/1354936128
中年计划,https://live.metshop.top/yy/1354658051
战狼3  吴京主演,https://live.metshop.top/yy/1451866697
法证先锋Ⅳ,https://live.metshop.top/yy/1354932426
催泪战争,https://live.metshop.top/yy/1382745124
霸道总裁爱上女秘书,https://live.metshop.top/yy/1354936167
开心麻花街,https://live.metshop.top/yy/1354926643
换子成龙-影视剧,https://live.metshop.top/yy/1354932397
金装四大才子,https://live.metshop.top/yy/1354926600
一起来笑吧,https://live.metshop.top/yy/1454859415
宫心计-港剧-古装,https://live.metshop.top/yy/1354933540
攻壳机动队,https://live.metshop.top/yy/1382745089
热播喜剧,https://live.metshop.top/yy/1354936169
花儿开心吧-小品,https://live.metshop.top/yy/1382736917
非诚勿扰,https://live.metshop.top/yy/1382745106
丈夫在外有人？真相竟然是！,https://live.metshop.top/yy/1354932375
了不起的萝莉小玲,https://live.metshop.top/yy/1382736799
大汉天子S3,https://live.metshop.top/yy/1382736810
能耐大了！德云社演技爆棚,https://live.metshop.top/yy/1354930915
外国战争经典,https://live.metshop.top/yy/1382749890
李三枪-抗战影视剧,https://live.metshop.top/yy/1354936122
凡人的品格-影视剧,https://live.metshop.top/yy/1354936116
男亲女爱-经典港剧,https://live.metshop.top/yy/1382736715
吾儿可教,https://live.metshop.top/yy/1354932391
李茶的姑妈-开心麻花,https://live.metshop.top/yy/1354936191
国内侦探电影大全,https://live.metshop.top/yy/1354936134
赶海新发现,https://live.metshop.top/yy/1382749912
翡翠凤凰-影视剧,https://live.metshop.top/yy/1354926666
大家都在看的警匪片,https://live.metshop.top/yy/1354930964
百家讲坛-红楼梦篇,https://live.metshop.top/yy/1382741639
王牌逗王牌-喜剧,https://live.metshop.top/yy/1354658048
吐槽大会 第5季,https://live.metshop.top/yy/1354889009
【陪你看】金刚葫芦娃,https://live.metshop.top/yy/1353323999
溏心风暴之家好月圆,https://live.metshop.top/yy/1354888747
国内战争,https://live.metshop.top/yy/1354930204
摔跤吧爸爸！院线大片,https://live.metshop.top/yy/1382736851
仙灵儿,https://live.metshop.top/yy/1382736887
风云雄霸天下,https://live.metshop.top/yy/1508778705
大酱园,https://live.metshop.top/yy/1382736824
巩汉林春晚小品合集,https://live.metshop.top/yy/1354889035
大力女都奉顺-韩剧,https://live.metshop.top/yy/1382735542
喜乐街,https://live.metshop.top/yy/1354936231
姜小妞,https://live.metshop.top/yy/1353879416
国外院线动作大片,https://live.metshop.top/yy/1382735570
守望的天空,https://live.metshop.top/yy/1382736843
大家都爱看的港剧,https://live.metshop.top/yy/1382736861
命中注定我爱你-泰剧,https://live.metshop.top/yy/1354930903
地心历险记2,https://live.metshop.top/yy/1354936228
爱你的甜心正在直播,https://live.metshop.top/yy/1351998401
蜥蜴世界,https://live.metshop.top/yy/1382735545
烧脑！国外侦探,https://live.metshop.top/yy/1382735551
家族荣耀-精彩港剧,https://live.metshop.top/yy/1382745103
越策越开心34-45,https://live.metshop.top/yy/1382736895
今夜百乐门,https://live.metshop.top/yy/1382736912
富滇风云,https://live.metshop.top/yy/1382736853
地心历险记-科幻,https://live.metshop.top/yy/1382736911
国内动作电影,https://live.metshop.top/yy/1382745176
机动步队,https://live.metshop.top/yy/1354932371
大明宫词,https://live.metshop.top/yy/1382745190
国外喜剧电影,https://live.metshop.top/yy/1354936178
跳远生命线-优质港剧,https://live.metshop.top/yy/1382735566
超解压短视频,https://live.metshop.top/yy/1382744423
男生女生向前冲,https://live.metshop.top/yy/1382745122
大君-描绘爱情,https://live.metshop.top/yy/1382736874
外国爆笑喜剧,https://live.metshop.top/yy/1382745093
超乎意料的国外侦探,https://live.metshop.top/yy/1382735543
闲暇观看综艺,https://live.metshop.top/yy/1354932379
国外战争,https://live.metshop.top/yy/1382749918
能耐大了第1季,https://live.metshop.top/yy/1354930195
洗地毯,https://live.metshop.top/yy/1382736859
梦想改造家 第1季,https://live.metshop.top/yy/1382736892
一卷风云琅琊榜,https://live.metshop.top/yy/26958525
熊仔之正义守护-国漫,https://live.metshop.top/yy/1382736836
不是照骗哦,https://live.metshop.top/yy/1355549868
神探狄仁杰,https://live.metshop.top/yy/1461133588
越策越开心2015,https://live.metshop.top/yy/1382735559
越策越开心12-22,https://live.metshop.top/yy/1382735558
吐槽大会 第1季,https://live.metshop.top/yy/1354936210
三个女人一个因,https://live.metshop.top/yy/1382749953
越策越开心23-33,https://live.metshop.top/yy/1354930967
玲宝陪你看,https://live.metshop.top/yy/1353215589
淼淼港片,https://live.metshop.top/yy/1455898488
国外动作片,https://live.metshop.top/yy/1382749913
超燃动作片,https://live.metshop.top/yy/1354936199
国外侦探电影,https://live.metshop.top/yy/1382745099
【陪你看】新水浒传,https://live.metshop.top/yy/38090300
修牛蹄,https://live.metshop.top/yy/1353413683
【红球】不扯蛋,https://live.metshop.top/yy/1355084841
新手主播天花板,https://live.metshop.top/yy/1355827783
芝正在直播,https://live.metshop.top/yy/1352488363
星爷合集,https://live.metshop.top/yy/1382833670
10年没洗的地毯,https://live.metshop.top/yy/1354931585
相声相声搜38528频道,https://live.metshop.top/yy/34025318

mitv少儿轮播,#genre#
CCTV14少儿,http://cyz32.livehbindex.hbcatv.cn/live/8a22035194884b1eb5515aac434c313c.m3u8?bitrate=2300&pt=5
山东少儿,rtmp://livealone.iqilu.com/iqilu/sepdhjOF03kn
优漫卡通高清,http://abcabc123.ml:4022/udp/239.49.9.39:6000
金色学堂_HD,http://qhjx.top:18000/udp/238.255.2.21:5999
动漫秀场,http://awei.freegat.ml/pay/bestv.php?id=dmxc8m/8000000
金鹰卡通高清,http://qhjx.top:18000/udp/238.255.2.55:5999
哈哈炫动,http://qhjx.top:18000/udp/238.255.2.56:5999
炫动卡通,http://awei.freegat.ml/pay/bestv.php?id=hhxd8m/8000000
嘉佳卡通高清,http://218.15.131.30:9901/tsfile/live/1001_1.m3u8
炫动卡通,http://zhaomeng.ddns.net:4000/udp/239.93.0.173:5140
广东少儿高清,http://218.15.131.30:9901/tsfile/live/1006_1.m3u8
优漫卡通,http://maomao.kandiantv.cn/m3u8.php?/migu/626064703
卡酷动画标清,http://cyz32.livehbindex.hbcatv.cn/live/500000203cd4401ea738b3bc79d39dfa.m3u8?bitrate=2300&pt=5
嘉佳卡通,http://qhjx.top:18000/udp/238.255.2.62:5999周星驰,https://live.metshop.top/huya/11342412

mitv新科技,#genre#
寰宇娱乐电视,https://jc-qlive-play.jingchangkan.cn/3473_171322168_W9MX.m3u8
俄罗斯GITV,http://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8
俄罗斯中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
新加坡中文台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
新加坡中文台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
新加坡亚太台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
BestTV,https://bp-caster.bestv.com.cn/789/3/video.m3u8
美国Newsmax,http://nmxlive.akamaized.net/hls/live/529965/Live_1/index_720.m3u8
美国动物星球,http://208.115.225.174:14192
美国FOX新闻,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
美国FOX新闻,http://fox-foxnewsnow-samsungus.amagi.tv/playlist.m3u8
美国NASA TV Public,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master.m3u8
美国红牛体育,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8?zshijd
美国MTV音乐,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS02/master_2400.m3u8
美国彭博财经,https://liveprodusphoenixeast.akamaized.net/USPhx-HD/Channel-TX-USPhx-AWS-virginia-1/Source-USPhx-16k-1-s6lk2-BP-07-02-81ykIWnsMsg_live.m3u8?zshijd
灵宝新闻综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8?zhend
内黄综合频道,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8?zhend
河南移动戏曲,http://media.hndyjyfw.gov.cn/live/jz-henanliyuan/live.m3u8
河北经济生活,http://event.pull.hebtv.com/jishi/jingjishenghuo.m3u8
河北都市,http://event.pull.hebtv.com/jishi/dushipindao.m3u8
河北电视剧,http://event.pull.hebtv.com/jishi/yingshijupindao.m3u8
河北公共,http://event.pull.hebtv.com/jishi/gonggongpindao.m3u8
河北农民,http://event.pull.hebtv.com/jishi/nongminpindao.m3u8
石家庄新闻,http://pluslive1.sjzntv.cn/xmzh/playlist.m3u8
石家庄娱乐,http://pluslive1.sjzntv.cn/yule/HD2/live.m3u8
石家庄娱乐,http://pluslive1.sjzntv.cn/yule/playlist.m3u8
石家庄生活,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8
石家庄生活,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8
石家庄都市,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8
邯郸新闻,http://jwcdnqx.hebyun.com.cn/live/hdxwzh/1500k/tzwj_video.m3u8
邯郸科技教育,http://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8
邯郸公共,http://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8
陇川电视,http://live.ynurl.com/video/s10027-LCDST/index.m3u8
江川电视,http://live.ynurl.com/video/s10037-JCTV/index.m3u8
南京十八,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
靖江电视台,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
张家港综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
山东教育卫视高清,https://livewai.sdetv.com.cn/live/da4ebbb91ee8468db5a9d230a535391f_transios/playlist.m3u8
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8
安徽综艺·体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
辽宁都市,http://42.176.185.28:9901/tsfile/live/1005_1.m3u8
